N,P,K,temperature,humidity,ph,rainfall,label
105.35,20.69,26.58,19.63,80.31,5.72,52.21,orange
85.66,30.39,68.93,27.65,51.63,5.36,109.7,pigeonpeas
67.78,87.48,45.42,27.53,77.72,5.79,50.72,coconut
72.96,79.61,63.51,21.53,66.36,7.75,59.44,jute
86.83,44.75,59.82,30.79,45.16,7.11,39.25,Paddy
82.21,52.78,16.41,20.09,65.75,4.74,47.39,maize
25.84,48.36,118.55,33.21,73.57,7.48,57.78,muskmelon
66.57,11.21,83.79,28.11,53.92,6.93,73.98,grapes
99.57,-4.43,27.76,30.14,68.41,6.54,7.11,mango
-29.95,29.24,88.0,15.32,76.8,5.92,84.49,Arecanut
66.83,65.87,85.48,21.61,68.63,6.71,20.47,cotton
83.72,12.95,99.42,27.85,42.36,7.22,86.77,rice
73.87,55.39,158.86,33.4,68.86,6.38,104.85,grapes
63.46,51.89,25.57,25.55,44.26,6.96,171.39,apple
63.94,28.01,34.94,28.68,77.59,5.44,149.43,lentil
73.34,66.55,23.89,34.87,70.35,6.3,108.8,grapes
50.5,34.31,7.28,22.64,86.48,6.34,104.08,pomegranate
67.55,89.12,-48.83,23.2,75.15,6.77,60.28,pigeonpeas
5.74,36.87,67.85,27.86,64.25,5.99,165.86,chickpea
60.77,-3.48,43.65,23.82,62.03,6.4,72.22,Paddy
30.72,37.53,21.98,25.47,102.49,6.84,170.32,mothbeans
19.83,58.71,49.64,23.97,87.19,8.3,238.68,apple
89.62,74.83,99.54,29.35,62.27,6.32,86.49,banana
-48.22,55.27,45.31,33.1,76.19,6.39,152.28,lentil
129.57,72.04,84.87,28.01,64.37,5.99,85.66,pigeonpeas
73.15,45.28,74.96,25.95,48.13,5.81,41.6,watermelon
36.71,49.28,3.5,26.9,45.4,7.41,90.61,mango
28.34,32.62,39.72,23.14,41.05,6.45,102.14,jute
8.68,134.98,99.25,25.5,81.36,6.37,144.91,Arecanut
110.41,30.77,30.75,21.7,69.43,6.49,71.42,kidneybeans
48.51,14.86,58.11,21.36,86.28,7.0,-15.18,cotton
64.28,77.01,12.3,35.53,101.66,4.66,165.93,grapes
83.37,70.53,67.2,32.26,45.76,7.53,100.53,mothbeans
25.63,42.03,126.7,22.43,101.49,5.0,121.48,papaya
81.3,107.53,45.68,28.75,71.32,6.48,48.88,pomegranate
88.87,103.84,67.71,29.49,90.01,5.61,172.54,lentil
1.59,-28.47,55.9,33.09,54.81,5.52,165.34,Paddy
38.66,33.22,-4.05,29.77,70.14,7.27,114.14,maize
-11.02,22.65,-36.97,16.46,53.62,6.33,146.46,coffee
140.23,40.84,57.22,28.62,79.11,7.27,82.61,apple
39.29,61.55,49.74,18.58,29.15,4.67,26.33,maize
47.48,103.04,52.95,32.44,43.55,6.93,90.64,Paddy
-40.95,26.62,51.31,22.36,67.05,6.87,147.82,maize
25.02,31.04,115.68,19.04,68.75,5.46,90.75,mungbean
2.08,95.85,88.22,40.95,81.44,5.8,103.66,pigeonpeas
47.38,22.45,43.91,18.55,45.75,6.73,13.09,Arecanut
63.63,44.28,109.04,38.7,61.36,6.6,20.14,coffee
39.72,73.38,90.15,25.18,60.65,7.8,152.04,blackgram
21.14,50.61,98.03,22.45,88.58,7.14,89.51,blackgram
-8.31,59.16,1.9,22.69,73.92,6.2,56.55,pomegranate
47.47,125.84,133.2,20.6,49.12,6.21,142.82,watermelon
57.41,12.96,-14.81,28.8,101.26,6.96,66.09,maize
90.28,-3.06,118.21,27.75,48.08,6.97,113.23,pigeonpeas
69.51,37.02,12.12,23.37,88.15,5.92,15.52,banana
73.91,29.24,55.56,31.42,90.44,5.56,140.94,apple
-13.58,32.38,3.76,25.36,42.63,6.94,72.82,coconut
46.77,115.28,88.38,21.25,60.57,6.96,33.03,pomegranate
-50.12,79.38,83.06,25.98,53.51,5.29,167.14,coffee
29.49,42.46,47.73,24.13,89.76,4.54,90.19,lentil
67.9,56.33,57.36,21.87,57.06,6.12,139.41,muskmelon
13.64,39.27,21.35,22.02,30.98,6.62,121.46,lentil
24.58,-7.91,77.25,16.58,42.52,6.61,62.58,orange
71.73,69.76,94.62,23.99,63.52,6.34,146.08,pomegranate
92.43,35.51,142.35,21.87,65.74,5.98,159.96,lentil
-51.99,-9.24,42.63,25.12,69.45,6.16,133.22,chickpea
39.21,66.07,162.17,30.94,88.56,7.37,40.2,banana
30.38,114.15,5.37,29.21,82.88,5.78,174.5,chickpea
34.98,86.12,83.49,32.32,64.21,5.43,157.94,mango
86.88,66.84,100.99,22.05,53.13,7.28,153.29,kidneybeans
73.85,55.21,50.75,23.5,40.75,7.42,26.34,Arecanut
29.48,47.04,147.48,26.98,61.68,6.81,125.16,muskmelon
43.85,9.83,144.68,18.29,48.73,6.94,119.2,watermelon
-27.48,28.92,36.29,28.19,75.22,7.74,26.48,papaya
98.06,50.46,67.29,29.22,81.14,6.97,78.28,orange
47.5,65.05,27.32,24.2,35.29,6.27,71.88,rice
76.42,63.94,51.02,21.52,57.77,5.19,93.23,maize
9.16,51.59,124.22,21.23,43.17,5.9,55.59,papaya
39.01,58.29,70.13,21.01,74.78,5.8,40.57,chickpea
37.26,54.35,78.36,24.88,63.55,6.39,206.66,Arecanut
14.64,27.65,66.17,24.87,96.22,5.88,164.16,Arecanut
75.84,23.92,43.51,23.45,51.93,7.37,52.19,mothbeans
93.89,73.28,39.46,14.91,94.07,6.07,140.52,Arecanut
97.62,102.33,46.27,23.38,67.12,6.32,80.33,blackgram
72.4,84.81,2.71,21.59,102.84,6.27,86.01,watermelon
-2.83,127.31,-23.42,23.36,93.16,7.2,-19.67,mungbean
40.51,75.45,78.2,29.34,79.15,5.76,83.49,blackgram
21.07,65.08,57.18,33.56,78.21,8.12,219.5,pigeonpeas
44.99,32.32,3.62,22.01,58.86,6.31,110.56,lentil
8.49,41.6,15.67,27.2,110.55,6.95,128.13,chickpea
100.72,-8.85,58.17,20.37,67.43,6.59,168.13,pigeonpeas
65.31,60.91,22.71,24.93,83.41,6.26,95.48,coffee
55.7,39.16,25.34,20.43,109.91,6.06,114.33,chickpea
70.66,39.05,73.82,25.91,73.74,7.42,121.09,muskmelon
69.18,68.44,45.79,19.11,61.04,6.36,67.23,cotton
93.53,79.03,92.02,24.55,84.75,5.03,30.1,orange
52.92,107.87,31.71,19.99,78.98,6.16,136.51,Paddy
-33.63,118.66,82.92,30.44,105.79,7.58,82.1,Paddy
102.75,93.21,115.75,24.45,51.21,7.12,193.54,jute
69.63,37.32,23.33,21.9,47.87,6.62,139.01,orange
40.65,49.22,115.92,23.0,50.74,6.43,99.07,cotton
7.68,101.96,-42.01,20.98,103.69,6.65,-45.18,rice
32.94,91.31,51.0,24.63,97.41,6.17,81.98,watermelon
40.89,74.59,28.73,16.22,51.85,7.24,77.08,banana
69.41,79.32,111.23,31.88,62.31,5.82,13.13,jute
14.49,74.65,10.6,19.86,61.09,7.82,117.24,Paddy
4.61,48.45,121.42,25.58,41.11,6.57,79.22,coconut
63.31,27.41,37.45,26.5,65.86,6.42,210.42,pigeonpeas
90.24,102.66,28.39,26.68,101.83,5.68,100.95,Paddy
72.52,71.92,44.99,22.73,80.46,5.79,126.24,muskmelon
-27.71,62.85,223.19,25.76,120.21,4.31,78.77,kidneybeans
53.68,29.52,99.15,18.3,53.4,6.53,20.96,blackgram
111.5,79.96,104.92,37.52,61.32,7.32,192.54,muskmelon
-22.94,42.05,75.77,23.52,45.19,6.73,216.33,grapes
16.83,67.99,51.61,29.72,18.07,7.87,52.96,rice
35.89,70.66,60.86,25.72,75.98,6.14,93.04,pomegranate
12.7,52.66,8.91,23.54,92.96,6.41,86.98,rice
-3.08,34.07,19.16,25.14,31.73,6.87,62.11,papaya
2.32,21.59,52.25,21.05,48.89,6.06,163.47,mungbean
-5.95,-42.66,-65.34,23.41,73.13,6.55,99.69,kidneybeans
6.85,42.81,27.66,22.91,40.72,5.53,105.07,blackgram
29.93,42.56,67.92,36.45,82.27,6.71,121.83,cotton
74.55,66.54,-0.26,24.27,78.01,7.3,81.38,mothbeans
33.99,56.89,79.69,26.73,80.11,6.11,121.91,jute
70.54,59.36,156.28,31.72,80.78,5.97,81.26,cotton
67.33,81.19,52.68,32.05,88.99,7.77,182.35,kidneybeans
16.47,32.28,81.02,22.52,73.22,6.54,62.0,maize
110.47,39.62,-41.77,21.26,64.57,5.81,186.13,pomegranate
41.2,-21.29,76.22,28.39,63.65,6.14,41.85,kidneybeans
50.62,43.37,6.64,27.84,116.87,6.74,161.2,grapes
-36.47,56.46,69.23,33.5,84.78,5.81,74.16,lentil
-8.29,104.58,22.74,27.46,99.24,6.85,156.72,banana
88.36,63.92,36.54,23.05,57.66,6.21,106.28,blackgram
14.02,47.14,0.76,29.28,39.47,8.47,98.32,banana
23.67,-6.36,145.9,16.56,79.57,6.16,104.59,blackgram
70.16,159.59,46.15,20.34,61.85,4.43,73.19,mango
-29.3,98.97,88.85,23.24,107.85,6.19,75.15,banana
128.3,28.11,85.15,25.05,108.96,6.98,126.53,mungbean
141.2,65.64,-28.24,27.36,91.72,6.11,103.84,pigeonpeas
59.22,25.81,110.15,25.68,118.83,7.28,182.47,chickpea
14.61,37.5,98.92,33.2,71.18,6.16,85.35,coffee
84.09,93.33,11.34,19.75,56.83,5.58,94.25,kidneybeans
83.89,96.77,50.04,25.9,66.26,6.21,181.56,apple
-8.33,53.4,-10.88,32.49,52.96,7.07,139.12,lentil
118.63,34.89,139.38,31.27,94.93,7.34,22.19,coffee
108.39,79.17,-3.97,26.64,91.71,6.82,139.33,kidneybeans
64.09,13.67,1.45,28.42,52.8,7.58,217.38,maize
117.06,77.78,36.26,24.22,78.82,4.18,141.48,watermelon
-8.84,38.66,98.79,22.54,44.31,6.44,136.93,mothbeans
32.32,33.4,105.66,35.75,63.2,6.84,149.76,papaya
81.12,92.69,139.9,27.83,75.69,7.06,81.3,lentil
-9.86,49.37,110.73,26.46,66.32,7.27,93.68,pomegranate
68.81,76.8,58.77,25.24,69.83,6.57,137.18,Paddy
16.69,7.83,44.34,35.15,57.44,7.32,154.37,mothbeans
9.79,-42.75,18.67,34.58,51.24,7.2,109.16,mungbean
93.43,61.45,-27.1,24.81,99.54,6.6,214.53,cotton
54.31,30.63,50.6,30.64,84.88,7.43,167.1,orange
57.9,51.44,-2.43,27.0,57.32,6.59,-13.59,watermelon
115.87,102.07,129.03,23.05,27.6,5.82,55.81,mungbean
20.53,60.23,44.99,30.62,54.95,6.75,14.24,muskmelon
57.1,76.53,-41.99,20.94,101.41,5.83,69.32,Arecanut
44.88,90.17,39.79,26.7,74.31,5.69,49.62,orange
10.55,85.98,122.33,18.61,52.25,7.01,163.91,Paddy
86.14,80.42,22.74,33.49,88.51,6.97,165.66,jute
46.24,49.22,16.34,23.06,82.62,5.54,189.37,banana
45.95,86.85,105.82,23.22,107.35,6.8,123.35,blackgram
64.08,47.47,41.47,28.64,42.78,6.7,211.96,pigeonpeas
83.24,45.27,83.75,31.91,43.98,6.13,142.74,watermelon
16.6,17.39,63.39,28.43,34.76,5.99,121.44,pomegranate
10.4,90.32,30.95,23.12,38.26,6.51,70.25,coffee
79.27,58.26,13.41,26.15,52.81,5.94,24.27,coconut
62.59,108.81,26.59,24.91,69.29,6.77,149.07,kidneybeans
87.19,17.64,-37.25,25.3,22.87,7.08,245.05,Arecanut
115.4,86.9,80.09,22.76,75.4,6.12,109.94,Paddy
76.05,92.07,-10.16,24.48,25.71,6.66,122.92,apple
78.84,31.34,45.75,20.08,125.08,5.7,230.43,mango
81.47,20.8,62.11,28.79,79.54,4.89,62.51,orange
98.65,8.8,123.68,31.16,69.13,6.7,31.73,maize
112.14,44.68,69.03,15.14,32.9,6.14,153.55,maize
99.02,71.25,164.54,28.88,66.17,7.11,-0.71,blackgram
-10.67,79.47,50.4,17.89,81.42,5.99,96.4,apple
14.23,39.12,-81.07,22.17,66.46,5.83,42.34,orange
32.21,47.82,37.08,26.65,61.46,7.27,79.82,pigeonpeas
66.92,74.37,30.57,27.17,64.52,6.52,94.64,lentil
-72.99,107.65,82.22,18.98,56.79,6.72,-37.75,chickpea
48.47,12.48,64.7,24.31,63.29,7.43,80.86,pigeonpeas
78.06,60.7,73.51,20.6,107.19,7.21,151.74,mothbeans
31.52,82.42,87.98,26.25,60.27,6.13,167.82,mungbean
72.27,5.24,112.24,25.47,88.51,6.66,68.21,orange
88.15,123.62,42.19,21.42,59.51,5.1,171.24,cotton
29.37,181.28,54.45,20.19,46.26,6.78,102.91,Paddy
54.58,99.15,51.34,30.72,72.27,7.28,131.9,coconut
42.05,32.53,20.6,30.05,84.18,7.11,139.76,papaya
51.49,1.82,97.51,20.17,52.76,6.6,181.23,Paddy
64.46,62.51,14.8,33.71,85.14,7.23,126.21,maize
10.24,74.63,32.97,36.02,113.98,7.03,89.15,papaya
76.88,72.52,81.56,21.91,80.18,6.71,56.61,kidneybeans
129.64,68.03,79.12,30.81,58.3,7.7,87.09,lentil
53.82,78.06,74.86,27.99,63.24,7.09,196.71,muskmelon
14.65,70.64,61.56,23.18,89.98,6.08,125.49,Arecanut
101.62,46.7,105.55,21.69,34.22,7.27,112.88,cotton
54.61,28.94,32.13,25.11,61.2,8.65,131.58,maize
60.02,51.98,105.38,23.47,84.81,7.5,65.29,coconut
35.81,67.69,33.46,28.09,41.48,6.52,56.8,orange
120.63,31.56,-1.55,26.63,102.64,6.84,43.19,papaya
70.78,63.05,49.85,25.64,73.79,6.01,150.77,coffee
17.0,120.94,72.93,21.45,76.42,7.14,44.15,banana
71.42,18.63,23.07,26.53,41.94,7.36,44.6,mango
71.1,15.71,33.71,39.6,34.41,7.61,73.84,apple
2.14,43.16,119.44,15.54,44.58,5.16,131.6,grapes
76.61,56.91,111.04,17.81,71.19,4.65,209.18,apple
61.53,24.43,40.76,27.37,51.73,6.75,10.01,jute
73.26,107.23,24.97,24.3,79.45,5.87,110.49,apple
1.82,67.2,51.67,25.63,57.16,6.66,119.11,pigeonpeas
60.3,60.19,26.58,25.41,53.96,5.35,156.76,Paddy
87.46,53.21,86.89,24.5,68.72,5.9,149.72,coffee
28.63,93.36,-25.36,28.76,71.7,6.08,197.84,maize
30.33,22.29,95.0,28.91,77.86,5.76,82.52,pomegranate
69.34,88.23,121.97,23.96,-1.29,6.34,125.92,banana
69.39,74.44,5.33,26.17,76.14,6.43,124.29,mungbean
60.06,31.03,81.09,20.23,42.75,6.12,131.45,kidneybeans
85.69,29.61,35.45,26.76,68.47,7.5,84.51,pigeonpeas
90.32,70.16,54.24,35.07,117.95,7.09,140.18,cotton
108.25,5.8,115.47,24.57,83.6,6.18,21.82,Paddy
68.06,27.84,62.39,29.63,73.0,6.4,37.28,cotton
107.77,88.56,53.65,21.52,93.48,6.52,107.02,banana
35.93,68.64,108.71,35.75,45.79,5.22,140.1,jute
85.21,-1.77,-13.81,16.12,92.69,5.96,86.51,banana
92.9,81.04,138.63,26.04,84.59,5.53,29.47,apple
22.19,77.45,68.48,26.35,104.68,8.08,147.55,coffee
72.71,68.03,107.79,28.64,68.47,6.85,114.03,rice
17.24,67.09,-20.15,29.08,88.13,6.42,195.03,rice
71.3,99.07,-61.59,27.27,40.34,6.97,126.09,grapes
41.65,46.65,143.91,25.59,67.29,6.19,35.51,blackgram
0.84,112.98,72.97,16.64,77.26,5.93,71.2,muskmelon
94.36,112.35,11.22,24.04,75.59,7.23,142.36,watermelon
20.62,88.82,62.74,27.14,81.66,6.99,49.41,jute
42.27,33.48,67.33,28.27,62.7,6.05,163.91,cotton
59.26,55.97,132.99,25.35,57.26,6.05,176.13,blackgram
101.49,68.12,-12.34,29.34,35.71,6.95,119.41,blackgram
67.42,17.99,42.62,32.92,39.23,6.33,60.27,coconut
57.78,71.47,107.15,19.11,39.07,5.91,7.14,coconut
106.99,47.96,154.91,29.89,61.93,6.78,179.45,Paddy
55.08,80.04,-13.41,19.47,103.02,9.12,190.45,coffee
104.05,85.93,40.82,19.51,63.24,4.99,154.4,lentil
70.12,-1.98,40.61,30.19,51.76,5.78,168.73,papaya
43.57,23.76,18.14,26.09,86.14,8.37,154.81,mothbeans
61.36,77.93,117.45,29.05,35.1,6.05,80.63,orange
81.27,122.49,9.8,21.14,61.09,6.45,72.97,papaya
86.49,79.86,58.09,29.95,59.03,6.72,155.86,maize
95.39,67.6,121.81,24.81,24.2,5.58,34.74,coconut
38.18,72.25,-38.65,10.24,83.63,5.22,144.43,lentil
28.76,86.17,42.6,24.73,41.33,5.26,94.23,blackgram
70.87,60.86,66.6,23.94,42.16,6.06,45.24,orange
156.89,68.34,18.99,33.72,102.31,7.81,182.3,kidneybeans
-31.82,78.74,27.05,25.22,61.62,7.08,29.5,orange
66.76,94.29,65.04,24.9,70.72,6.88,43.35,Paddy
89.14,-9.29,60.96,24.57,94.83,6.28,184.51,papaya
95.87,144.22,95.49,30.01,108.78,7.22,48.5,mungbean
65.77,48.9,107.07,20.1,58.2,7.23,114.7,mungbean
38.77,114.61,104.35,18.47,80.62,6.51,-7.47,coffee
74.89,78.71,33.45,23.82,96.64,6.84,116.26,Paddy
5.73,52.72,36.88,24.19,61.32,5.8,186.35,grapes
40.65,83.97,23.91,25.83,38.83,6.09,165.03,mungbean
94.51,31.25,63.41,22.06,90.46,4.39,80.43,Arecanut
2.06,57.74,77.06,29.17,99.12,5.91,66.75,kidneybeans
79.97,-11.15,36.82,30.34,62.01,6.02,99.17,muskmelon
27.35,68.79,66.47,19.32,75.15,6.12,64.07,chickpea
42.86,84.47,-44.53,25.69,68.04,7.28,76.4,banana
75.61,50.1,-8.32,28.32,41.73,5.74,134.04,mothbeans
54.52,112.43,30.04,29.9,55.63,7.47,148.88,mungbean
108.13,23.97,89.73,24.85,69.98,5.8,118.91,mango
81.48,72.95,55.12,22.81,38.84,7.52,119.38,coffee
14.56,78.97,2.49,23.68,72.71,7.95,-34.54,chickpea
-0.76,62.21,130.31,24.61,81.04,6.67,100.41,maize
49.14,62.6,-0.95,19.71,100.81,6.19,29.96,apple
77.77,59.99,84.95,25.06,51.42,6.69,75.05,orange
18.76,58.88,94.96,17.71,66.13,5.89,108.36,lentil
94.95,96.88,67.22,24.0,57.01,6.66,82.71,coconut
-3.73,86.16,8.1,24.55,77.69,7.05,38.96,orange
-4.6,14.28,138.5,35.34,70.0,6.62,131.66,mothbeans
123.84,54.42,41.88,27.29,95.8,5.77,173.53,blackgram
2.62,120.76,57.0,26.03,103.07,6.16,113.09,jute
45.79,48.7,42.7,34.05,81.74,5.42,76.02,cotton
163.27,67.03,57.81,22.39,65.19,6.99,91.26,banana
6.29,98.23,63.83,31.59,75.71,7.14,78.38,Arecanut
56.07,43.37,19.5,24.41,27.87,6.25,56.38,blackgram
55.13,92.22,68.49,30.41,77.8,6.34,215.39,cotton
13.08,51.23,-27.14,31.28,60.22,5.81,55.56,rice
42.06,70.53,27.36,35.83,55.96,6.53,134.04,watermelon
138.72,10.02,42.29,35.66,73.57,4.69,108.76,muskmelon
61.28,46.64,90.69,27.53,91.05,6.84,182.04,maize
100.04,90.85,47.98,30.97,79.51,6.47,106.77,grapes
-14.67,10.3,90.87,18.55,86.39,6.8,107.2,lentil
61.16,74.32,-81.1,24.52,56.09,7.79,82.89,apple
79.59,64.02,63.88,23.61,47.49,7.19,76.77,grapes
42.42,49.43,18.45,22.19,60.71,6.08,75.05,orange
50.44,85.78,40.44,25.3,18.64,6.32,109.32,pigeonpeas
18.92,-45.0,-12.84,24.14,65.14,6.55,109.81,kidneybeans
17.41,61.3,53.27,27.55,57.44,4.52,116.71,mango
57.24,45.72,-50.61,31.45,113.81,6.48,99.73,orange
49.58,36.33,169.78,23.03,61.61,6.78,43.47,mothbeans
77.28,96.23,117.72,28.31,61.93,6.2,110.83,Arecanut
10.24,58.13,43.73,20.77,74.21,5.47,158.72,coffee
16.24,27.21,84.17,24.77,65.96,5.5,164.37,papaya
130.97,101.69,114.67,35.06,97.44,6.55,66.46,Paddy
29.32,75.31,37.35,34.52,76.86,5.23,114.97,coffee
109.78,20.33,125.54,35.16,136.03,5.26,64.49,maize
46.35,125.18,29.47,28.93,44.63,6.02,98.92,Paddy
106.03,34.71,81.23,23.62,75.25,6.99,41.57,papaya
64.6,57.12,-8.08,27.76,79.25,7.32,109.05,cotton
46.97,70.98,128.46,30.88,62.35,6.87,283.18,watermelon
48.39,63.09,93.77,29.49,78.56,6.5,235.25,pomegranate
48.02,57.43,-20.22,25.32,95.53,5.96,89.36,rice
58.31,27.59,134.04,26.83,58.28,6.3,30.88,kidneybeans
65.26,73.18,12.33,25.07,70.34,7.89,101.35,Arecanut
14.03,71.11,151.36,25.91,72.13,6.83,161.12,muskmelon
60.91,59.8,52.52,27.26,66.47,6.67,206.57,apple
37.84,49.26,129.43,38.33,70.23,6.65,76.5,jute
21.16,94.81,56.4,23.29,67.97,6.52,132.14,lentil
60.3,48.05,93.81,27.18,36.04,5.49,42.3,coffee
13.04,29.59,43.43,18.61,88.99,7.64,68.26,apple
-12.49,31.27,-25.02,18.4,103.81,6.42,47.03,mungbean
52.9,35.23,71.56,22.95,77.04,6.54,60.67,banana
31.08,22.72,56.98,26.4,83.55,5.75,162.97,Paddy
66.66,21.15,116.74,29.42,61.25,5.33,176.61,blackgram
67.7,112.35,121.88,25.25,78.82,6.02,94.01,jute
68.8,3.83,60.26,25.33,13.55,5.18,74.17,blackgram
74.07,99.78,46.74,21.99,74.45,6.87,46.65,Arecanut
85.91,90.29,2.65,29.87,66.69,5.47,87.31,Arecanut
-4.06,75.87,79.17,23.77,57.85,6.45,65.96,pomegranate
-23.04,45.07,53.08,27.63,76.0,6.77,97.76,watermelon
-3.09,4.4,60.58,38.2,59.71,5.6,113.11,papaya
67.56,68.6,5.88,25.05,63.55,5.94,53.68,coconut
105.2,79.48,15.15,31.13,63.12,7.2,98.66,chickpea
52.9,53.76,3.36,27.11,105.78,5.99,157.88,kidneybeans
16.1,-2.09,46.16,31.44,61.08,6.29,60.89,banana
60.54,29.98,45.26,14.72,28.61,5.69,91.32,chickpea
113.51,136.75,69.62,21.03,113.73,6.29,87.23,rice
94.49,26.19,20.69,23.26,83.5,7.12,160.05,apple
39.56,46.82,59.7,28.05,75.95,6.66,86.2,apple
56.56,69.23,180.11,23.56,78.55,5.82,120.32,banana
51.38,15.13,24.4,26.07,104.64,7.82,51.81,papaya
112.85,116.79,50.85,31.52,111.68,5.12,-21.99,coffee
58.21,53.43,83.96,8.87,66.03,6.87,190.24,lentil
25.42,55.1,63.56,31.12,84.35,7.56,196.94,mango
74.57,16.0,106.41,28.09,53.35,6.3,117.64,pomegranate
21.64,73.95,22.32,26.83,105.66,6.59,76.58,coffee
48.22,116.65,34.3,33.35,60.35,7.14,209.41,rice
11.46,48.47,160.06,30.61,54.1,6.18,48.15,orange
38.96,49.14,38.0,19.77,55.68,7.0,97.47,papaya
82.68,-5.03,30.29,25.87,30.53,6.95,112.48,mungbean
-2.21,-5.21,54.98,19.51,83.85,5.73,87.27,mango
7.61,24.03,-13.7,26.22,53.08,6.84,284.62,orange
64.2,45.22,33.55,27.73,92.94,7.03,156.92,kidneybeans
104.22,61.75,58.47,27.89,66.76,6.76,125.86,banana
9.51,-94.55,35.31,23.59,6.91,6.35,73.63,orange
73.15,86.41,46.24,26.38,44.13,5.7,88.96,grapes
25.31,89.16,94.38,23.32,88.19,5.93,104.66,chickpea
5.61,4.6,62.84,31.6,80.25,6.73,162.61,cotton
66.22,20.31,92.72,15.98,74.57,6.41,196.06,grapes
-12.33,81.8,64.11,21.84,64.31,5.98,34.19,maize
45.27,-19.8,88.28,26.07,51.29,6.89,90.41,Paddy
77.7,56.31,51.56,20.72,50.13,5.91,70.27,mothbeans
56.16,81.31,62.86,20.29,54.43,6.38,156.41,maize
33.43,24.02,5.24,23.75,100.77,6.21,82.46,kidneybeans
30.42,79.94,48.19,29.47,103.61,6.05,127.04,Paddy
63.76,68.46,94.71,22.93,85.33,5.49,185.82,apple
14.18,49.72,-26.53,20.34,70.25,7.06,166.75,kidneybeans
100.52,95.72,25.86,34.09,80.08,7.22,120.58,blackgram
17.46,62.16,153.74,36.4,95.94,6.83,33.52,pigeonpeas
77.1,62.83,59.83,19.13,88.19,7.13,39.9,lentil
2.81,16.71,0.67,21.02,38.09,6.23,121.48,mothbeans
-22.06,54.42,29.84,19.27,58.62,6.97,190.1,Arecanut
74.04,7.21,27.2,31.61,73.63,7.41,42.58,mango
39.47,51.25,13.19,25.89,102.76,7.18,64.16,pomegranate
58.76,73.23,1.32,21.28,86.23,7.17,-10.13,apple
66.05,66.86,53.79,26.26,96.47,5.75,97.35,blackgram
59.2,37.26,79.38,30.48,47.66,7.08,141.04,coffee
86.56,30.27,146.95,15.09,89.17,6.62,66.93,Arecanut
53.39,48.65,-2.3,31.63,73.07,6.17,196.62,banana
79.6,54.73,55.44,21.9,74.43,7.35,65.41,muskmelon
78.84,111.51,36.2,21.64,62.39,5.3,73.67,orange
29.54,87.06,15.83,25.91,61.39,7.12,166.9,mothbeans
99.67,45.47,145.14,22.25,92.85,5.68,111.13,apple
13.25,38.36,-50.89,32.17,58.79,6.65,169.52,kidneybeans
57.56,-1.06,82.8,16.89,54.73,6.13,99.68,lentil
32.08,46.51,111.69,29.62,104.45,6.77,83.19,pigeonpeas
76.15,78.5,66.65,25.57,75.16,5.21,219.03,chickpea
78.79,111.24,86.74,28.75,55.13,6.12,17.92,watermelon
38.5,82.83,6.62,26.14,57.91,6.76,146.67,maize
59.51,76.54,141.06,31.48,107.35,6.57,150.67,Paddy
113.24,101.48,-28.24,32.34,43.23,7.81,188.41,papaya
137.08,55.47,-6.96,31.51,81.37,5.7,109.63,apple
29.45,106.26,-91.02,38.28,103.04,7.61,33.37,Paddy
78.99,9.26,134.49,31.96,91.84,7.56,85.02,banana
27.69,94.57,100.39,23.81,54.93,5.67,130.05,rice
56.17,83.83,59.37,30.43,74.65,6.65,123.41,coconut
49.09,40.94,43.86,28.02,68.83,5.73,170.12,watermelon
105.05,36.44,108.74,27.66,72.87,4.46,92.72,rice
71.99,78.24,65.91,25.89,74.39,5.6,127.46,mothbeans
72.68,100.89,106.26,29.34,107.36,6.17,140.25,maize
-39.55,35.65,53.39,21.09,94.02,6.55,98.92,grapes
54.38,103.07,51.78,37.09,91.69,6.25,57.54,pomegranate
63.21,121.99,89.86,32.47,86.21,5.46,188.49,chickpea
36.09,83.06,102.7,27.85,72.35,5.87,140.92,chickpea
-7.73,68.24,28.14,26.89,101.35,6.81,84.36,watermelon
50.67,29.39,-32.48,30.0,63.93,6.55,-42.61,Arecanut
60.1,27.85,89.06,28.72,113.06,6.37,156.47,pigeonpeas
55.97,50.54,83.43,17.1,86.75,6.89,52.44,kidneybeans
102.83,23.14,48.6,30.93,43.88,6.7,118.18,cotton
37.1,43.28,-25.77,21.95,81.37,6.02,41.88,blackgram
109.17,26.47,57.44,21.03,49.43,4.57,37.35,orange
61.24,23.32,79.34,32.83,44.64,6.25,146.76,orange
62.18,7.32,105.61,21.22,56.9,6.87,156.96,Arecanut
30.95,67.59,77.6,20.36,40.68,6.8,70.62,pigeonpeas
23.95,104.55,117.65,15.08,105.78,6.35,100.22,papaya
48.46,35.28,-26.06,19.85,79.38,7.63,113.21,mothbeans
79.75,56.66,14.64,25.56,51.22,6.39,100.04,pomegranate
12.93,71.75,24.51,19.67,87.9,4.56,141.04,chickpea
44.33,34.74,-2.45,29.65,37.41,5.72,64.39,banana
78.56,-21.29,135.52,21.65,65.85,5.74,17.84,kidneybeans
26.69,130.76,112.77,32.07,70.51,6.07,133.91,banana
75.43,73.85,123.12,32.84,31.63,7.78,62.86,jute
-25.76,41.02,93.62,26.53,69.8,6.8,106.56,apple
18.45,22.16,99.05,20.43,81.58,7.05,90.38,Arecanut
